0C000006U9	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\FinancialStatements\Delta
0C000006U9	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\OperationRatios\Delta
0C000006U9	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\Segmentation\Delta
0C000006U9	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\OperationRatios\Delta
0C000006U9	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\Segmentation\Delta
0C000006U9	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\FinancialStatements\Delta
0C000006U9	UKI	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\UKI\Fundamental\OperationRatios\Delta
0C000006U9	UKI	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\UKI\Fundamental\FinancialStatements\Delta
0C000006U9	UKI	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\UKI\Fundamental\Segmentation\Delta

0C000006UB	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\FinancialStatements\Delta
0C000006UB	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\OperationRatios\Delta
0C000006UB	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\Segmentation\Delta
0C000006UB	LTA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\LTA\Fundamental\Segmentation\Delta
0C000006UB	LTA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\LTA\Fundamental\FinancialStatements\Delta
0C000006UB	LTA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\LTA\Fundamental\OperationRatios\Delta
0C000006UB	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\OperationRatios\Delta
0C000006UB	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\Segmentation\Delta
0C000006UB	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\FinancialStatements\Delta

0C000006UP	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\FinancialStatements\Delta
0C000006UP	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\OperationRatios\Delta
0C000006UP	EUR	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\EUR\Fundamental\Segmentation\Delta
0C000006UP	LTA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\LTA\Fundamental\Segmentation\Delta
0C000006UP	LTA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\LTA\Fundamental\FinancialStatements\Delta
0C000006UP	LTA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\LTA\Fundamental\OperationRatios\Delta
0C000006UP	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\OperationRatios\Delta
0C000006UP	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\Segmentation\Delta
0C000006UP	NRA	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\NRA\Fundamental\FinancialStatements\Delta
0C000006UP	UKI	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\UKI\Fundamental\OperationRatios\Delta
0C000006UP	UKI	\morningstar.com\shares\GeDataFeed\GeDataFeed\DEV\PT2.0_GEDF_180315\UKI\Fundamental\FinancialStatements\Delta
