0C000007DA	0P0000019Y	E0USA004RM
0C000007DA	0P0000APRF	E0USA004RM
0C000007DA	0P0000BHKD	E0USA004RM
0C000007DA	0P0000BJVF	E0USA004RM
0C000007DA	0P0000BK3H	E0USA004RM
0C000007DA	0P0000BPTB	E0USA004RM
0C000007DA	0P0000BUG0	E0USA004RM
0C000007DA	0P0000C1ND	E0USA004RM
0C000007DA	0P0000C3MS	E0USA004RM
0C000007DA	0P0000C5S1	E0USA004RM
0C000007DA	0P0000CKXI	E0USA004RM
0C000007DA	0P0000D5Q5	F000001QP0
0C000007DA	0P0000EEYB	E0USA004RM
0C000007DA	0P0000EQ6F	E0USA004RM
0C000007DA	0P0000EW43	E0USA004RM
0C000007DA	0P0000VE8U	F00000NQIK
0C000007DA	0P0000Z5RL	E0USA004RM
0C000007DA	0P00014L0G	E0USA004RM
0C000007DA	0P0001AJTJ	E0USA004RM
0C000007DA	0P0001CEDX	E0USA004RM
0C000007U0	0P000002DO	E0USA00740
0C000007U0	0P00007OCM	E0USA00740
0C000007U0	0P00009WHL	E0USA00740
0C000007U0	0P0000A582	F000000PO6
0C000007U0	0P0000A6NZ	E0USA00740
0C000007U0	0P0000AQB0	E0USA00740
0C000007U0	0P0000B1LU	E0USA00740
0C000007U0	0P0000BSSM	E0USA00740
0C000007U0	0P0000BZ7U	E0USA00740
0C000007U0	0P0000C5ZR	E0USA00740
0C000007U0	0P0000C6ZS	E0USA00740
0C000007U0	0P0000D5Q8	F000001QP3
0C000007U0	0P0000EEY1	E0USA00740
0C000007U0	0P0000EFFI	E0USA00740
0C000007U0	0P0000EG2Z	E0USA00740
0C000007U0	0P0000F0Z8	E0USA00740
0C000007U0	0P0000VE8Y	F00000NQIO
0C000007U0	0P0000Y666	E0USA00740
0C000007U0	0P000170S8	F00000WJJC
0C000007XH	0P000002H5	E0USA011J2
0C000007XH	0P00008387	F00000057W
0C000007XH	0P00008388	F00000058E
0C000007XH	0P00008389	F00000057V
0C000007XH	0P0000838A	F00000057U
0C000007XH	0P0000AP6S	E0USA011J2
0C000007XH	0P0000BH4A	E0USA011J2
0C000007XH	0P0000BIES	E0USA011J2
0C000007XH	0P0000BIFY	E0USA011J2
0C000007XH	0P0000BS36	E0USA011J2
0C000007XH	0P0000C7ZE	E0USA011J2
0C000007XH	0P0000CDHJ	E0USA011J2
0C000007XH	0P0000EAL4	E0USA011J2
